location,location2,Reference,SpeciesA_db,SpeciesA_query,SpeciesA_Family,SpeciesA_Class,SpeciesA_Order,SpeciesA_Kingdom,SpeciesB_db,SpeciesB_query,SpeciesB_Family,SpeciesB_Class,SpeciesB_Order,SpeciesB_Kingdom,,,,,,
Nanjing. China,,"Avian seed dispersal of the camphor tree (Cinnamomum camphora) Xin-Hua LI College of life sciences, Nanjing Agricultural University Nanjing, 210095, ",ncbi,Turdus merula,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Cinnamomum camphora,Lauraceae,NA,Laurales,Viridiplantae,,,,,,
Nanjing. China,,"Avian seed dispersal of the camphor tree (Cinnamomum camphora) Xin-Hua LI College of life sciences, Nanjing Agricultural University Nanjing, 210095, ",ncbi,Turdus naumanni,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Cinnamomum camphora,Lauraceae,NA,Laurales,Viridiplantae,,,,,,
Nanjing. China,,"Avian seed dispersal of the camphor tree (Cinnamomum camphora) Xin-Hua LI College of life sciences, Nanjing Agricultural University Nanjing, 210095, ",ncbi,Urocissa erythrorhyncha ,Corvidae,Aves,Passeriformes,Metazoa,ncbi,Cinnamomum camphora,Lauraceae,NA,Laurales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Berchemia floribunda,Rhamnaceae,NA,Rosales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Burretiodendron hsienmu,Malvaceae,NA,Malvales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Canthium dicoccum,Rubiaceae,NA,Gentianales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Croton euryphyllus,Euphorbiaceae,NA,Malpighiales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Ficus microcarpa,Moraceae,NA,Rosales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Ficus nervosa,Moraceae,NA,Rosales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Gulhala argyrata,NA,NA,NA,NA,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Indocalamus calcicolus,NA,NA,NA,NA,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Pionurus sylvestris,NA,NA,NA,NA,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Sapium rotundifolium,NA,NA,NA,NA,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Sinosideroxylon pedunculatum,Sapotaceae,NA,Ericales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Ventilago calyculata,NA,NA,NA,NA,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,"Ampelopsis brevipedunculata,",NA,NA,NA,NA,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Ampelopsis cantoniensis,Vitaceae,NA,Vitales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Burretiodendron hsienmu,Malvaceae,NA,Malvales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Hainania trichosperma,Malvaceae,NA,Malvales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Symplocus decora,Symplocaceae,NA,Ericales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Tetrastigma planicaule,Vitaceae,NA,Vitales,Viridiplantae,,,,,,
Nonggang Nature Reserve,,"Zhou, Q., Wei, H., Huang, Z., & Huang, C. (2011). Diet of the Assamese macaque Macaca assamensis in limestone habitats of Nonggang, China. Current Zoology, 57(1), 18-25.",ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Trema cannabina,Cannabaceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Calamus flagellum,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ficus kurzii,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Sphenodesma thorelli,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Baccaurea ramiflora,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Smecarpus reticulate,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Dracontomelon dao,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Mangifera cf. dongnaiensis,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Alphonsea gaudichadiana,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Uvaria cf. hamiltonii,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Uvaria cf. boniana,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Uvaria cf. javana,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Mitrephora thorelli,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Wilughbeia edulis,Apocynaceae,NA,Gentianales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Parabarium sp,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Melodinus yunnanensis,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Calamus flagellum,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Canarium album,Burseraceae,NA,Sapindales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ochrocarpus siamensis,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Stixis scandens,Resedaceae,NA,Brassicales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Siphonodon celastrineus,Celastraceae,NA,Celastrales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Parinari annamemsis,NA,NA,NA,NA,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Garcinia cowa,Clusiaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Garcinia ferrea,Clusiaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Garcinia oliveri,Clusiaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Garcinia cf. delpyana,Clusiaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Diospyros cf. sumatrana,Ebenaceae,NA,Ericales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Beilschmiedia roxburghiana,Lauraceae,NA,Laurales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Strychnos dongnaiensis,Rhamnaceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Grewia tomentosa,Malvaceae,NA,Malvales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Aglaia cf. hiernii,Meliaceae,NA,Sapindales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Artocarpus lakoocha,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ficus altissima,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ficus dpressa,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ficus kurzii,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ficus sumatrana,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Cat Tien National Park, Vietnam.",,"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667",ncbi,Nomascus gabriellae,Hylobatidae,Mammalia,Primates,Metazoa,ncbi,Ficus cf. costata,Moraceae,NA,Rosales,Viridiplantae,,,,,,
