sourceTaxonId	sourceTaxonName	interactionTypeId	InteractionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Pongo pygmaeus	RO:0002470	eats		Calamus marginatus		Borneo				10.1023/A:1014909431148	Russon A. 2002. Return of the Native: Cognition and Site-Specific Expertise in Orangutan Rehabilitation. International Journal of Primatology. Vol 23. No.3
	Pongo pygmaeus	RO:0002470	eats		Calamus ornatus		Borneo				10.1023/A:1014909431148	Russon A. 2002. Return of the Native: Cognition and Site-Specific Expertise in Orangutan Rehabilitation. International Journal of Primatology. Vol 23. No.3
	Pongo pygmaeus	RO:0002470	eats		Deaemonorops didymophylla		Borneo				10.1023/A:1014909431148	Russon A. 2002. Return of the Native: Cognition and Site-Specific Expertise in Orangutan Rehabilitation. International Journal of Primatology. Vol 23. No.3
	Callosciurus notatus	RO:0002470	eats		Eugeissona tristis		Malasya				10.1016/j.beproc.2015.02.011	"Lupfer, G., Murphy, E. S., Merculieff, Z., Radcliffe, K., & Duddleston, K. N. (2015). Adapting to alcohol: Dwarf hamster (Phodopus campbelli) ethanol consumption, sensitivity, and hoard fermentation. Behavioural processes, 115, 19-24."
	Nycticebus coucang	RO:0002470	eats		Eugeissona tristis		Malasya				10.1016/j.beproc.2015.02.011	"Lupfer, G., Murphy, E. S., Merculieff, Z., Radcliffe, K., & Duddleston, K. N. (2015). Adapting to alcohol: Dwarf hamster (Phodopus campbelli) ethanol consumption, sensitivity, and hoard fermentation. Behavioural processes, 115, 19-24."
	Ptilocercus lowii	RO:0002470	eats		Eugeissona tristis		Malasya				10.1016/j.beproc.2015.02.011	"Lupfer, G., Murphy, E. S., Merculieff, Z., Radcliffe, K., & Duddleston, K. N. (2015). Adapting to alcohol: Dwarf hamster (Phodopus campbelli) ethanol consumption, sensitivity, and hoard fermentation. Behavioural processes, 115, 19-24."
	Rattus	RO:0002470	eats		Eugeissona tristis		Malasya				10.1016/j.beproc.2015.02.011	"Lupfer, G., Murphy, E. S., Merculieff, Z., Radcliffe, K., & Duddleston, K. N. (2015). Adapting to alcohol: Dwarf hamster (Phodopus campbelli) ethanol consumption, sensitivity, and hoard fermentation. Behavioural processes, 115, 19-24."
	Loxodonta africana	RO:0002470	eats		Borassus aethiopium		Pendjari National Park				10.1111/aje.12253	"Salako, V. K., Azihou, A. F., Assogbadjo, A. E., Hou_hanou, T. D., Kassa, B. D., & Gll Kaka¥, R. L. (2016). Elephant_induced damage drives spatial isolation of the dioecious palm Borassus aethiopum Mart.(Arecaceae) in the Pendjari National Park, Benin. African journal of ecology, 54(1), 9-19."
	Aegithina lafresnayei	RO:0002470	eats		Cinnamomum camphora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Aegithina lafresnayei	RO:0002470	eats		Viburnum cylindricum		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Adinandra integerrima		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Cinnamomum camphora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Dendrocnide stimulans		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Litsea monopetala		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Mastixia pentandra		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Rhus rhetsoides		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Slonea sigun		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Symplococos cochinchinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Alophoixus pallidus	RO:0002470	eats		Viburnum cylindricum		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anorrhinus austeni	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anorrhinus austeni	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anorrhinus austeni	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anorrhinus austeni	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anorrhinus austeni	RO:0002470	eats		Viburnum cylindricum		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anthracoceros albirostris	RO:0002470	eats		Cinnamomum camphora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anthracoceros albirostris	RO:0002470	eats		Dendrocnide stimulans		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Anthracoceros albirostris	RO:0002470	eats		Mastixia pentandra		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Buceros bicornis	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Adinandra integerrima		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Bridelia insulana		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Chloropsis cochinchinensis	RO:0002470	eats		Symplococos cochinchinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Coracina melaschistos	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Coracina melaschistos	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Coracina melaschistos	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum agile	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum chrysorrheum	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum chrysorrheum	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum chrysorrheum	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum chrysorrheum	RO:0002470	eats		Saurauia roxburghii		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum ignipectus	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum ignipectus	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum ignipectus	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Dicaeum ignipectus	RO:0002470	eats		Saurauia roxburghii		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Erpornis zantholeuca 	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Erpornis zantholeuca 	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Garrulax leucolophus	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Garrulax leucolophus	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Geokichla sibirica	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Gracula religiosa	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	great lora	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Harpactes oreskios	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Harpactes oreskios	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Adinandra integerrima		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Bridelia insulana		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Litsea monopetala		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Slonea sigun		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hemixos flavala	RO:0002470	eats		Symplococos cochinchinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hypothymis azurea	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hypothymis azurea	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Hypothymis azurea	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Adinandra integerrima		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Bridelia insulana		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Cinnamomum camphora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Dendrocnide stimulans		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Litsea monopetala		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Mastixia pentandra		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Rhus rhetsoides		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Saurauia roxburghii		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
